"","District","Primary.Type","crime_count","arrest_count","arrest_rate"
"576",19,"MOTOR VEHICLE THEFT",4781,228,0.047688768040159
"577",19,"NARCOTICS",2428,2421,0.997116968698517
"578",19,"NON-CRIMINAL",21,2,0.0952380952380952
"579",19,"OBSCENITY",28,23,0.821428571428571
"580",19,"OFFENSE INVOLVING CHILDREN",404,57,0.141089108910891
"581",19,"OTHER NARCOTIC VIOLATION",6,6,1
"582",19,"OTHER OFFENSE",4859,597,0.122864786993208
"583",19,"PROSTITUTION",30,30,1
"584",19,"PUBLIC INDECENCY",9,9,1
"585",19,"PUBLIC PEACE VIOLATION",647,415,0.641421947449768
"586",19,"ROBBERY",3915,455,0.116219667943806
"587",19,"SEX OFFENSE",537,119,0.221601489757914
"588",19,"STALKING",100,12,0.12
"589",19,"THEFT",41864,3389,0.0809526084463979
"590",19,"WEAPONS VIOLATION",466,331,0.710300429184549
"591",20,"ARSON",37,8,0.216216216216216
"592",20,"ASSAULT",3099,580,0.187157147466925
"593",20,"BATTERY",7911,1798,0.227278473012261
"594",20,"BURGLARY",2137,137,0.0641085634066448
"595",20,"CONCEALED CARRY LICENSE VIOLATION",4,4,1
"596",20,"CRIM SEXUAL ASSAULT",221,14,0.0633484162895928
"597",20,"CRIMINAL DAMAGE",4607,281,0.0609941393531582
"598",20,"CRIMINAL SEXUAL ASSAULT",162,7,0.0432098765432099
"599",20,"CRIMINAL TRESPASS",1345,592,0.440148698884758
"600",20,"DECEPTIVE PRACTICE",4382,128,0.0292104062072113
"601",20,"GAMBLING",10,10,1
"602",20,"HOMICIDE",35,22,0.628571428571429
"603",20,"INTERFERENCE WITH PUBLIC OFFICER",83,75,0.903614457831325
"604",20,"INTIMIDATION",27,2,0.0740740740740741
"605",20,"KIDNAPPING",28,7,0.25
"606",20,"LIQUOR LAW VIOLATION",39,39,1
"607",20,"MOTOR VEHICLE THEFT",1705,112,0.0656891495601173
"608",20,"NARCOTICS",1125,1122,0.997333333333333
"609",20,"NON-CRIMINAL",3,0,0
"610",20,"OBSCENITY",5,5,1
"611",20,"OFFENSE INVOLVING CHILDREN",243,51,0.209876543209877
"612",20,"OTHER NARCOTIC VIOLATION",1,1,1
"613",20,"OTHER OFFENSE",2668,359,0.13455772113943
"614",20,"PROSTITUTION",8,8,1
"615",20,"PUBLIC INDECENCY",1,1,1
"616",20,"PUBLIC PEACE VIOLATION",217,125,0.576036866359447
"617",20,"ROBBERY",1214,151,0.124382207578254
"618",20,"SEX OFFENSE",248,60,0.241935483870968
"619",20,"STALKING",43,7,0.162790697674419
"620",20,"THEFT",12457,1260,0.101147948944369
"621",20,"WEAPONS VIOLATION",250,147,0.588
"622",22,"ARSON",119,15,0.126050420168067
"623",22,"ASSAULT",6550,1044,0.159389312977099
"624",22,"BATTERY",14593,2713,0.185911053244706
"625",22,"BURGLARY",4264,234,0.0548780487804878
"626",22,"CONCEALED CARRY LICENSE VIOLATION",23,22,0.956521739130435
"627",22,"CRIM SEXUAL ASSAULT",239,30,0.125523012552301
"628",22,"CRIMINAL DAMAGE",10137,526,0.051889119068758
"629",22,"CRIMINAL SEXUAL ASSAULT",140,6,0.0428571428571429
"630",22,"CRIMINAL TRESPASS",2062,1047,0.507759456838021
"631",22,"DECEPTIVE PRACTICE",6400,203,0.03171875
"632",22,"GAMBLING",34,34,1
"633",22,"HOMICIDE",218,71,0.325688073394495
"634",22,"HUMAN TRAFFICKING",2,0,0
"635",22,"INTERFERENCE WITH PUBLIC OFFICER",325,314,0.966153846153846
"636",22,"INTIMIDATION",41,3,0.0731707317073171
"637",22,"KIDNAPPING",135,4,0.0296296296296296
"638",22,"LIQUOR LAW VIOLATION",55,55,1
"639",22,"MOTOR VEHICLE THEFT",3979,216,0.0542849962302086
"640",22,"NARCOTICS",3510,3501,0.997435897435897
"641",22,"NON-CRIMINAL",3,0,0
"642",22,"OBSCENITY",19,12,0.631578947368421
"643",22,"OFFENSE INVOLVING CHILDREN",1042,82,0.0786948176583493
"644",22,"OTHER OFFENSE",6531,1290,0.197519522278365
"645",22,"PROSTITUTION",11,11,1
"646",22,"PUBLIC INDECENCY",3,3,1
"647",22,"PUBLIC PEACE VIOLATION",475,329,0.692631578947368
"648",22,"ROBBERY",2746,240,0.0873998543335761
"649",22,"SEX OFFENSE",294,47,0.159863945578231
"650",22,"STALKING",66,9,0.136363636363636
"651",22,"THEFT",16517,1509,0.091360416540534
"652",22,"WEAPONS VIOLATION",1754,1469,0.83751425313569
"653",24,"ARSON",72,19,0.263888888888889
"654",24,"ASSAULT",5197,919,0.176832788147008
"655",24,"BATTERY",13807,2918,0.211342072861592
"656",24,"BURGLARY",3829,297,0.0775659441107339
"657",24,"CONCEALED CARRY LICENSE VIOLATION",6,5,0.833333333333333
"658",24,"CRIM SEXUAL ASSAULT",292,36,0.123287671232877
"659",24,"CRIMINAL DAMAGE",9308,431,0.0463042544048131
"660",24,"CRIMINAL SEXUAL ASSAULT",198,16,0.0808080808080808
"661",24,"CRIMINAL TRESPASS",2187,1075,0.491540923639689
"662",24,"DECEPTIVE PRACTICE",5615,193,0.0343722172751558
"663",24,"GAMBLING",10,10,1
"664",24,"HOMICIDE",97,49,0.505154639175258
"665",24,"HUMAN TRAFFICKING",1,0,0
"666",24,"INTERFERENCE WITH PUBLIC OFFICER",206,188,0.912621359223301
"667",24,"INTIMIDATION",48,3,0.0625
"668",24,"KIDNAPPING",28,5,0.178571428571429
"669",24,"LIQUOR LAW VIOLATION",91,91,1
"670",24,"MOTOR VEHICLE THEFT",2961,171,0.0577507598784195
"671",24,"NARCOTICS",2215,2201,0.993679458239278
"672",24,"NON-CRIMINAL",3,0,0
"673",24,"OBSCENITY",25,18,0.72
"674",24,"OFFENSE INVOLVING CHILDREN",577,95,0.164644714038128
"675",24,"OTHER NARCOTIC VIOLATION",3,1,0.333333333333333
"676",24,"OTHER OFFENSE",4772,541,0.113369656328583
"677",24,"PROSTITUTION",78,78,1
"678",24,"PUBLIC INDECENCY",3,3,1
"679",24,"PUBLIC PEACE VIOLATION",318,192,0.60377358490566
"680",24,"ROBBERY",2680,318,0.11865671641791
"681",24,"SEX OFFENSE",478,75,0.156903765690377
"682",24,"STALKING",76,12,0.157894736842105
"683",24,"THEFT",19698,1635,0.0830033505939689
"684",24,"WEAPONS VIOLATION",706,437,0.618980169971671
"685",25,"ARSON",338,19,0.0562130177514793
"686",25,"ASSAULT",9880,1672,0.169230769230769
"687",25,"BATTERY",25216,5356,0.212404822335025
"688",25,"BURGLARY",6431,409,0.0635981962369771
"689",25,"CONCEALED CARRY LICENSE VIOLATION",38,38,1
"690",25,"CRIM SEXUAL ASSAULT",505,89,0.176237623762376
"691",25,"CRIMINAL DAMAGE",14742,812,0.0550807217473884
"692",25,"CRIMINAL SEXUAL ASSAULT",239,14,0.0585774058577406
"693",25,"CRIMINAL TRESPASS",2239,1199,0.535506922733363
"694",25,"DECEPTIVE PRACTICE",7759,310,0.0399536022683335
"695",25,"GAMBLING",53,53,1
"696",25,"HOMICIDE",268,125,0.466417910447761
"697",25,"HUMAN TRAFFICKING",3,0,0
"698",25,"INTERFERENCE WITH PUBLIC OFFICER",617,590,0.956239870340357
"699",25,"INTIMIDATION",92,9,0.0978260869565217
"700",25,"KIDNAPPING",104,6,0.0576923076923077
"701",25,"LIQUOR LAW VIOLATION",124,121,0.975806451612903
"702",25,"MOTOR VEHICLE THEFT",7837,484,0.0617583258900089
"703",25,"NARCOTICS",7835,7796,0.995022335673261
"704",25,"NON-CRIMINAL",11,0,0
"705",25,"OBSCENITY",31,20,0.645161290322581
"706",25,"OFFENSE INVOLVING CHILDREN",1572,280,0.178117048346056
"707",25,"OTHER NARCOTIC VIOLATION",4,2,0.5
"708",25,"OTHER OFFENSE",10523,2464,0.234153758433907
"709",25,"PROSTITUTION",730,729,0.998630136986301
"710",25,"PUBLIC INDECENCY",3,3,1
"711",25,"PUBLIC PEACE VIOLATION",850,523,0.615294117647059
"712",25,"ROBBERY",4784,361,0.0754598662207358
"713",25,"SEX OFFENSE",640,132,0.20625
"714",25,"STALKING",90,12,0.133333333333333
"715",25,"THEFT",25329,3566,0.140787239922618
"716",25,"WEAPONS VIOLATION",2969,1892,0.637251599865274
